"","Date","Line Item","Value","FY","FM","Quarter","Month","Group"
"6494",2016-07-01,"Bad_Debt_Exp",0,"2017","4","2","Jul","FY17 Q2"
"6495",2016-08-01,"Bad_Debt_Exp",0,"2017","5","2","Aug","FY17 Q2"
"6496",2016-09-01,"Bad_Debt_Exp",0,"2017","6","2","Sep","FY17 Q2"
"6497",2016-10-01,"Bad_Debt_Exp",0,"2017","7","3","Oct","FY17 Q2"
"6498",2016-11-01,"Bad_Debt_Exp",0,"2017","8","3","Nov","FY17 Q2"
"6499",2016-12-01,"Bad_Debt_Exp",0,"2017","9","3","Dec","FY17 Q2"
"6500",2017-01-01,"Bad_Debt_Exp",0,"2017","10","4","Jan","FY17 Q2"
"6501",2017-02-01,"Bad_Debt_Exp",0,"2017","11","4","Feb","FY17 Q2"
"6502",2017-03-01,"Bad_Debt_Exp",0,"2017","12","4","Mar","FY17 Q2"
"6503",2017-04-01,"Bad_Debt_Exp",0,"2018","1","1","Apr","FY17 Q2"
"6504",2017-05-01,"Bad_Debt_Exp",0,"2018","2","1","May","FY17 Q2"
"6505",2017-06-01,"Bad_Debt_Exp",0,"2018","3","1","Jun","FY17 Q2"
"6506",2017-07-01,"Bad_Debt_Exp",0,"2018","4","2","Jul","FY17 Q2"
"6507",2017-08-01,"Bad_Debt_Exp",0,"2018","5","2","Aug","FY17 Q2"
"6508",2017-09-01,"Bad_Debt_Exp",0,"2018","6","2","Sep","FY17 Q2"
"6509",2017-10-01,"Bad_Debt_Exp",0,"2018","7","3","Oct","FY17 Q2"
"6510",2017-11-01,"Bad_Debt_Exp",0,"2018","8","3","Nov","FY17 Q2"
"6511",2017-12-01,"Bad_Debt_Exp",0,"2018","9","3","Dec","FY17 Q2"
"6512",2018-01-01,"Bad_Debt_Exp",0,"2018","10","4","Jan","FY17 Q2"
"6513",2018-02-01,"Bad_Debt_Exp",0,"2018","11","4","Feb","FY17 Q2"
"6514",2018-03-01,"Bad_Debt_Exp",0,"2018","12","4","Mar","FY17 Q2"
"6515",2018-04-01,"Bad_Debt_Exp",0,"2019","1","1","Apr","FY17 Q2"
"6516",2018-05-01,"Bad_Debt_Exp",0,"2019","2","1","May","FY17 Q2"
"6517",2018-06-01,"Bad_Debt_Exp",0,"2019","3","1","Jun","FY17 Q2"
"6518",2015-12-01,"Other_Op_Exp",1060.27,"2016","9","3","Dec","FY17 Q2"
"6519",2016-01-01,"Other_Op_Exp",1339.17,"2016","10","4","Jan","FY17 Q2"
"6520",2016-02-01,"Other_Op_Exp",628.15,"2016","11","4","Feb","FY17 Q2"
"6521",2016-03-01,"Other_Op_Exp",349.15,"2016","12","4","Mar","FY17 Q2"
"6522",2016-04-01,"Other_Op_Exp",445.89,"2017","1","1","Apr","FY17 Q2"
"6523",2016-05-01,"Other_Op_Exp",495.02,"2017","2","1","May","FY17 Q2"
"6524",2016-06-01,"Other_Op_Exp",3166.23,"2017","3","1","Jun","FY17 Q2"
"6525",2016-07-01,"Other_Op_Exp",1584.76,"2017","4","2","Jul","FY17 Q2"
"6526",2016-08-01,"Other_Op_Exp",12337.8,"2017","5","2","Aug","FY17 Q2"
"6527",2016-09-01,"Other_Op_Exp",23794.78,"2017","6","2","Sep","FY17 Q2"
"6528",2016-10-01,"Other_Op_Exp",9475.36,"2017","7","3","Oct","FY17 Q2"
"6529",2016-11-01,"Other_Op_Exp",11302,"2017","8","3","Nov","FY17 Q2"
"6530",2016-12-01,"Other_Op_Exp",9889.13,"2017","9","3","Dec","FY17 Q2"
"6531",2017-01-01,"Other_Op_Exp",15010.82,"2017","10","4","Jan","FY17 Q2"
"6532",2017-02-01,"Other_Op_Exp",7644.72,"2017","11","4","Feb","FY17 Q2"
"6533",2017-03-01,"Other_Op_Exp",84519.46,"2017","12","4","Mar","FY17 Q2"
"6534",2017-04-01,"Other_Op_Exp",11541.93,"2018","1","1","Apr","FY17 Q2"
"6535",2017-05-01,"Other_Op_Exp",13515.36,"2018","2","1","May","FY17 Q2"
"6536",2017-06-01,"Other_Op_Exp",10897.3,"2018","3","1","Jun","FY17 Q2"
"6537",2017-07-01,"Other_Op_Exp",15517.74,"2018","4","2","Jul","FY17 Q2"
"6538",2017-08-01,"Other_Op_Exp",11411.88,"2018","5","2","Aug","FY17 Q2"
"6539",2017-09-01,"Other_Op_Exp",14581.85,"2018","6","2","Sep","FY17 Q2"
"6540",2017-10-01,"Other_Op_Exp",23512.37,"2018","7","3","Oct","FY17 Q2"
"6541",2017-11-01,"Other_Op_Exp",23275.46,"2018","8","3","Nov","FY17 Q2"
"6542",2017-12-01,"Other_Op_Exp",19831.65,"2018","9","3","Dec","FY17 Q2"
"6543",2018-01-01,"Other_Op_Exp",20344.92,"2018","10","4","Jan","FY17 Q2"
"6544",2018-02-01,"Other_Op_Exp",17320.17,"2018","11","4","Feb","FY17 Q2"
"6545",2018-03-01,"Other_Op_Exp",23476.72,"2018","12","4","Mar","FY17 Q2"
"6546",2018-04-01,"Other_Op_Exp",59833.04,"2019","1","1","Apr","FY17 Q2"
"6547",2018-05-01,"Other_Op_Exp",24748.48,"2019","2","1","May","FY17 Q2"
"6548",2018-06-01,"Other_Op_Exp",21103.97,"2019","3","1","Jun","FY17 Q2"
"6549",2015-12-01,"Adj_Sales",28.9,"2016","9","3","Dec","FY17 Q2"
"6550",2016-01-01,"Adj_Sales",882.06,"2016","10","4","Jan","FY17 Q2"
"6551",2016-02-01,"Adj_Sales",2017.92,"2016","11","4","Feb","FY17 Q2"
"6552",2016-03-01,"Adj_Sales",1923.95,"2016","12","4","Mar","FY17 Q2"
"6553",2016-04-01,"Adj_Sales",3830.67,"2017","1","1","Apr","FY17 Q2"
"6554",2016-05-01,"Adj_Sales",5493.59,"2017","2","1","May","FY17 Q2"
"6555",2016-06-01,"Adj_Sales",8623.03,"2017","3","1","Jun","FY17 Q2"
"6556",2016-07-01,"Adj_Sales",6614.82,"2017","4","2","Jul","FY17 Q2"
"6557",2016-08-01,"Adj_Sales",9552.27,"2017","5","2","Aug","FY17 Q2"
"6558",2016-09-01,"Adj_Sales",9987.18,"2017","6","2","Sep","FY17 Q2"
"6559",2016-10-01,"Adj_Sales",14796.62,"2017","7","3","Oct","FY17 Q2"
"6560",2016-11-01,"Adj_Sales",14883.28,"2017","8","3","Nov","FY17 Q2"
"6561",2016-12-01,"Adj_Sales",15978.51,"2017","9","3","Dec","FY17 Q2"
"6562",2017-01-01,"Adj_Sales",12448.32,"2017","10","4","Jan","FY17 Q2"
"6563",2017-02-01,"Adj_Sales",16885.88,"2017","11","4","Feb","FY17 Q2"
"6564",2017-03-01,"Adj_Sales",28407.5,"2017","12","4","Mar","FY17 Q2"
"6565",2017-04-01,"Adj_Sales",33453.6,"2018","1","1","Apr","FY17 Q2"
"6566",2017-05-01,"Adj_Sales",41297.31,"2018","2","1","May","FY17 Q2"
"6567",2017-06-01,"Adj_Sales",52196.26,"2018","3","1","Jun","FY17 Q2"
"6568",2017-07-01,"Adj_Sales",46635.41,"2018","4","2","Jul","FY17 Q2"
"6569",2017-08-01,"Adj_Sales",45570.88,"2018","5","2","Aug","FY17 Q2"
"6570",2017-09-01,"Adj_Sales",36015.1,"2018","6","2","Sep","FY17 Q2"
"6571",2017-10-01,"Adj_Sales",33388.46,"2018","7","3","Oct","FY17 Q2"
"6572",2017-11-01,"Adj_Sales",30385.86,"2018","8","3","Nov","FY17 Q2"
"6573",2017-12-01,"Adj_Sales",28405.6,"2018","9","3","Dec","FY17 Q2"
"6574",2018-01-01,"Adj_Sales",28028.38,"2018","10","4","Jan","FY17 Q2"
"6575",2018-02-01,"Adj_Sales",37020.62,"2018","11","4","Feb","FY17 Q2"
"6576",2018-03-01,"Adj_Sales",44141.81,"2018","12","4","Mar","FY17 Q2"
"6577",2018-04-01,"Adj_Sales",48872.24,"2019","1","1","Apr","FY17 Q2"
"6578",2018-05-01,"Adj_Sales",74032.25,"2019","2","1","May","FY17 Q2"
"6579",2018-06-01,"Adj_Sales",79519.26,"2019","3","1","Jun","FY17 Q2"
"6580",2015-12-01,"Adj_COS",108.34,"2016","9","3","Dec","FY17 Q2"
"6581",2016-01-01,"Adj_COS",872.77,"2016","10","4","Jan","FY17 Q2"
"6582",2016-02-01,"Adj_COS",4376.33,"2016","11","4","Feb","FY17 Q2"
"6583",2016-03-01,"Adj_COS",3578.88,"2016","12","4","Mar","FY17 Q2"
"6584",2016-04-01,"Adj_COS",2715.89,"2017","1","1","Apr","FY17 Q2"
"6585",2016-05-01,"Adj_COS",3718.19,"2017","2","1","May","FY17 Q2"
"6586",2016-06-01,"Adj_COS",5528.9,"2017","3","1","Jun","FY17 Q2"
"6587",2016-07-01,"Adj_COS",4939.73,"2017","4","2","Jul","FY17 Q2"
"6588",2016-08-01,"Adj_COS",7904.95,"2017","5","2","Aug","FY17 Q2"
"6589",2016-09-01,"Adj_COS",8993.98,"2017","6","2","Sep","FY17 Q2"
"6590",2016-10-01,"Adj_COS",11531.07,"2017","7","3","Oct","FY17 Q2"
"6591",2016-11-01,"Adj_COS",11129.42,"2017","8","3","Nov","FY17 Q2"
"6592",2016-12-01,"Adj_COS",10670.72,"2017","9","3","Dec","FY17 Q2"
"6593",2017-01-01,"Adj_COS",11159.16,"2017","10","4","Jan","FY17 Q2"
"6594",2017-02-01,"Adj_COS",12523.26,"2017","11","4","Feb","FY17 Q2"
"6595",2017-03-01,"Adj_COS",10443.46,"2017","12","4","Mar","FY17 Q2"
"6596",2017-04-01,"Adj_COS",19983.95,"2018","1","1","Apr","FY17 Q2"
"6597",2017-05-01,"Adj_COS",24871.38,"2018","2","1","May","FY17 Q2"
"6598",2017-06-01,"Adj_COS",29992.34,"2018","3","1","Jun","FY17 Q2"
"6599",2017-07-01,"Adj_COS",27917.14,"2018","4","2","Jul","FY17 Q2"
"6600",2017-08-01,"Adj_COS",29243.01,"2018","5","2","Aug","FY17 Q2"
"6601",2017-09-01,"Adj_COS",24211.53,"2018","6","2","Sep","FY17 Q2"
"6602",2017-10-01,"Adj_COS",25110.44,"2018","7","3","Oct","FY17 Q2"
"6603",2017-11-01,"Adj_COS",20592.92,"2018","8","3","Nov","FY17 Q2"
"6604",2017-12-01,"Adj_COS",20802.32,"2018","9","3","Dec","FY17 Q2"
"6605",2018-01-01,"Adj_COS",19649.96,"2018","10","4","Jan","FY17 Q2"
"6606",2018-02-01,"Adj_COS",24542.57,"2018","11","4","Feb","FY17 Q2"
"6607",2018-03-01,"Adj_COS",27812.97,"2018","12","4","Mar","FY17 Q2"
"6608",2018-04-01,"Adj_COS",32125.86,"2019","1","1","Apr","FY17 Q2"
"6609",2018-05-01,"Adj_COS",46112.06,"2019","2","1","May","FY17 Q2"
"6610",2018-06-01,"Adj_COS",47518.79,"2019","3","1","Jun","FY17 Q2"
"6611",2015-12-01,"Adj_NetSales",-79.44,"2016","9","3","Dec","FY17 Q2"
"6612",2016-01-01,"Adj_NetSales",9.28999999999996,"2016","10","4","Jan","FY17 Q2"
"6613",2016-02-01,"Adj_NetSales",-2358.41,"2016","11","4","Feb","FY17 Q2"
"6614",2016-03-01,"Adj_NetSales",-1654.93,"2016","12","4","Mar","FY17 Q2"
"6615",2016-04-01,"Adj_NetSales",1114.78,"2017","1","1","Apr","FY17 Q2"
"6616",2016-05-01,"Adj_NetSales",1775.4,"2017","2","1","May","FY17 Q2"
"6617",2016-06-01,"Adj_NetSales",3094.13,"2017","3","1","Jun","FY17 Q2"
"6618",2016-07-01,"Adj_NetSales",1675.09,"2017","4","2","Jul","FY17 Q2"
"6619",2016-08-01,"Adj_NetSales",1647.32,"2017","5","2","Aug","FY17 Q2"
"6620",2016-09-01,"Adj_NetSales",993.200000000001,"2017","6","2","Sep","FY17 Q2"
"6621",2016-10-01,"Adj_NetSales",3265.55,"2017","7","3","Oct","FY17 Q2"
"6622",2016-11-01,"Adj_NetSales",3753.86,"2017","8","3","Nov","FY17 Q2"
"6623",2016-12-01,"Adj_NetSales",5307.79,"2017","9","3","Dec","FY17 Q2"
"6624",2017-01-01,"Adj_NetSales",1289.16,"2017","10","4","Jan","FY17 Q2"
"6625",2017-02-01,"Adj_NetSales",4362.62,"2017","11","4","Feb","FY17 Q2"
"6626",2017-03-01,"Adj_NetSales",17964.04,"2017","12","4","Mar","FY17 Q2"
"6627",2017-04-01,"Adj_NetSales",13469.65,"2018","1","1","Apr","FY17 Q2"
"6628",2017-05-01,"Adj_NetSales",16425.93,"2018","2","1","May","FY17 Q2"
"6629",2017-06-01,"Adj_NetSales",22203.92,"2018","3","1","Jun","FY17 Q2"
"6630",2017-07-01,"Adj_NetSales",18718.27,"2018","4","2","Jul","FY17 Q2"
"6631",2017-08-01,"Adj_NetSales",16327.87,"2018","5","2","Aug","FY17 Q2"
"6632",2017-09-01,"Adj_NetSales",11803.57,"2018","6","2","Sep","FY17 Q2"
"6633",2017-10-01,"Adj_NetSales",8278.02,"2018","7","3","Oct","FY17 Q2"
"6634",2017-11-01,"Adj_NetSales",9792.94,"2018","8","3","Nov","FY17 Q2"
"6635",2017-12-01,"Adj_NetSales",7603.28,"2018","9","3","Dec","FY17 Q2"
"6636",2018-01-01,"Adj_NetSales",8378.42,"2018","10","4","Jan","FY17 Q2"
"6637",2018-02-01,"Adj_NetSales",12478.05,"2018","11","4","Feb","FY17 Q2"
"6638",2018-03-01,"Adj_NetSales",16328.84,"2018","12","4","Mar","FY17 Q2"
"6639",2018-04-01,"Adj_NetSales",16746.38,"2019","1","1","Apr","FY17 Q2"
"6640",2018-05-01,"Adj_NetSales",27920.19,"2019","2","1","May","FY17 Q2"
"6641",2018-06-01,"Adj_NetSales",32000.47,"2019","3","1","Jun","FY17 Q2"
"6642",2015-12-01,"Op_TotalIncome",-302.21,"2016","9","3","Dec","FY17 Q2"
"6643",2016-01-01,"Op_TotalIncome",3602.89,"2016","10","4","Jan","FY17 Q2"
"6644",2016-02-01,"Op_TotalIncome",5299.03,"2016","11","4","Feb","FY17 Q2"
"6645",2016-03-01,"Op_TotalIncome",6467.75,"2016","12","4","Mar","FY17 Q2"
"6646",2016-04-01,"Op_TotalIncome",6766.37,"2017","1","1","Apr","FY17 Q2"
"6647",2016-05-01,"Op_TotalIncome",9640.02,"2017","2","1","May","FY17 Q2"
"6648",2016-06-01,"Op_TotalIncome",22039.55,"2017","3","1","Jun","FY17 Q2"
"6649",2016-07-01,"Op_TotalIncome",26532.65,"2017","4","2","Jul","FY17 Q2"
"6650",2016-08-01,"Op_TotalIncome",131159.54,"2017","5","2","Aug","FY17 Q2"
"6651",2016-09-01,"Op_TotalIncome",201177.53,"2017","6","2","Sep","FY17 Q2"
"6652",2016-10-01,"Op_TotalIncome",242482.89,"2017","7","3","Oct","FY17 Q2"
"6653",2016-11-01,"Op_TotalIncome",239651.15,"2017","8","3","Nov","FY17 Q2"
"6654",2016-12-01,"Op_TotalIncome",244638.78,"2017","9","3","Dec","FY17 Q2"
"6655",2017-01-01,"Op_TotalIncome",281920.22,"2017","10","4","Jan","FY17 Q2"
"6656",2017-02-01,"Op_TotalIncome",230062.44,"2017","11","4","Feb","FY17 Q2"
"6657",2017-03-01,"Op_TotalIncome",296352.63,"2017","12","4","Mar","FY17 Q2"
"6658",2017-04-01,"Op_TotalIncome",291768.71,"2018","1","1","Apr","FY17 Q2"
"6659",2017-05-01,"Op_TotalIncome",329261.87,"2018","2","1","May","FY17 Q2"
"6660",2017-06-01,"Op_TotalIncome",301046.07,"2018","3","1","Jun","FY17 Q2"
"6661",2017-07-01,"Op_TotalIncome",375050.49,"2018","4","2","Jul","FY17 Q2"
"6662",2017-08-01,"Op_TotalIncome",375454.9,"2018","5","2","Aug","FY17 Q2"
"6663",2017-09-01,"Op_TotalIncome",335416.26,"2018","6","2","Sep","FY17 Q2"
"6664",2017-10-01,"Op_TotalIncome",337701.24,"2018","7","3","Oct","FY17 Q2"
"6665",2017-11-01,"Op_TotalIncome",307086.21,"2018","8","3","Nov","FY17 Q2"
"6666",2017-12-01,"Op_TotalIncome",329266.79,"2018","9","3","Dec","FY17 Q2"
"6667",2018-01-01,"Op_TotalIncome",307298.95,"2018","10","4","Jan","FY17 Q2"
"6668",2018-02-01,"Op_TotalIncome",329787.28,"2018","11","4","Feb","FY17 Q2"
"6669",2018-03-01,"Op_TotalIncome",354346.61,"2018","12","4","Mar","FY17 Q2"
"6670",2018-04-01,"Op_TotalIncome",343962.53,"2019","1","1","Apr","FY17 Q2"
"6671",2018-05-01,"Op_TotalIncome",422679.63,"2019","2","1","May","FY17 Q2"
"6672",2018-06-01,"Op_TotalIncome",461987.31,"2019","3","1","Jun","FY17 Q2"
"6673",2015-12-01,"Op_Expense",8571.55,"2016","9","3","Dec","FY17 Q2"
"6674",2016-01-01,"Op_Expense",12858.79,"2016","10","4","Jan","FY17 Q2"
"6675",2016-02-01,"Op_Expense",12042.18,"2016","11","4","Feb","FY17 Q2"
"6676",2016-03-01,"Op_Expense",17014.41,"2016","12","4","Mar","FY17 Q2"
"6677",2016-04-01,"Op_Expense",15086.64,"2017","1","1","Apr","FY17 Q2"
"6678",2016-05-01,"Op_Expense",13478.51,"2017","2","1","May","FY17 Q2"
"6679",2016-06-01,"Op_Expense",39215.17,"2017","3","1","Jun","FY17 Q2"
"6680",2016-07-01,"Op_Expense",63703.9,"2017","4","2","Jul","FY17 Q2"
"6681",2016-08-01,"Op_Expense",149103.99,"2017","5","2","Aug","FY17 Q2"
"6682",2016-09-01,"Op_Expense",290241.7,"2017","6","2","Sep","FY17 Q2"
"6683",2016-10-01,"Op_Expense",277226.32,"2017","7","3","Oct","FY17 Q2"
"6684",2016-11-01,"Op_Expense",256005.68,"2017","8","3","Nov","FY17 Q2"
"6685",2016-12-01,"Op_Expense",288074.68,"2017","9","3","Dec","FY17 Q2"
"6686",2017-01-01,"Op_Expense",365305.25,"2017","10","4","Jan","FY17 Q2"
"6687",2017-02-01,"Op_Expense",301103.68,"2017","11","4","Feb","FY17 Q2"
"6688",2017-03-01,"Op_Expense",557206.78,"2017","12","4","Mar","FY17 Q2"
"6689",2017-04-01,"Op_Expense",358594.05,"2018","1","1","Apr","FY17 Q2"
"6690",2017-05-01,"Op_Expense",312925.94,"2018","2","1","May","FY17 Q2"
"6691",2017-06-01,"Op_Expense",333860.43,"2018","3","1","Jun","FY17 Q2"
"6692",2017-07-01,"Op_Expense",342191.31,"2018","4","2","Jul","FY17 Q2"
"6693",2017-08-01,"Op_Expense",354080.41,"2018","5","2","Aug","FY17 Q2"
"6694",2017-09-01,"Op_Expense",430049.97,"2018","6","2","Sep","FY17 Q2"
"6695",2017-10-01,"Op_Expense",350685.01,"2018","7","3","Oct","FY17 Q2"
"6696",2017-11-01,"Op_Expense",339985.82,"2018","8","3","Nov","FY17 Q2"
"6697",2017-12-01,"Op_Expense",374747.28,"2018","9","3","Dec","FY17 Q2"
"6698",2018-01-01,"Op_Expense",422549.44,"2018","10","4","Jan","FY17 Q2"
"6699",2018-02-01,"Op_Expense",455408.14,"2018","11","4","Feb","FY17 Q2"
"6700",2018-03-01,"Op_Expense",482530.17,"2018","12","4","Mar","FY17 Q2"
"6701",2018-04-01,"Op_Expense",437724.31,"2019","1","1","Apr","FY17 Q2"
"6702",2018-05-01,"Op_Expense",387731.63,"2019","2","1","May","FY17 Q2"
"6703",2018-06-01,"Op_Expense",394412.29,"2019","3","1","Jun","FY17 Q2"
"6704",2015-12-01,"OP_NOI",-8873.76,"2016","9","3","Dec","FY17 Q2"
"6705",2016-01-01,"OP_NOI",-9255.9,"2016","10","4","Jan","FY17 Q2"
"6706",2016-02-01,"OP_NOI",-6743.15,"2016","11","4","Feb","FY17 Q2"
"6707",2016-03-01,"OP_NOI",-10546.66,"2016","12","4","Mar","FY17 Q2"
"6708",2016-04-01,"OP_NOI",-8320.27,"2017","1","1","Apr","FY17 Q2"
"6709",2016-05-01,"OP_NOI",-3838.49,"2017","2","1","May","FY17 Q2"
"6710",2016-06-01,"OP_NOI",-17175.62,"2017","3","1","Jun","FY17 Q2"
"6711",2016-07-01,"OP_NOI",-37171.25,"2017","4","2","Jul","FY17 Q2"
"6712",2016-08-01,"OP_NOI",-17944.45,"2017","5","2","Aug","FY17 Q2"
"6713",2016-09-01,"OP_NOI",-89064.17,"2017","6","2","Sep","FY17 Q2"
"6714",2016-10-01,"OP_NOI",-34743.43,"2017","7","3","Oct","FY17 Q2"
"6715",2016-11-01,"OP_NOI",-16354.53,"2017","8","3","Nov","FY17 Q2"
"6716",2016-12-01,"OP_NOI",-43435.9,"2017","9","3","Dec","FY17 Q2"
"6717",2017-01-01,"OP_NOI",-83385.0300000001,"2017","10","4","Jan","FY17 Q2"
"6718",2017-02-01,"OP_NOI",-71041.24,"2017","11","4","Feb","FY17 Q2"
"6719",2017-03-01,"OP_NOI",-260854.15,"2017","12","4","Mar","FY17 Q2"
"6720",2017-04-01,"OP_NOI",-66825.34,"2018","1","1","Apr","FY17 Q2"
"6721",2017-05-01,"OP_NOI",16335.9300000001,"2018","2","1","May","FY17 Q2"
"6722",2017-06-01,"OP_NOI",-32814.36,"2018","3","1","Jun","FY17 Q2"
"6723",2017-07-01,"OP_NOI",32859.18,"2018","4","2","Jul","FY17 Q2"
"6724",2017-08-01,"OP_NOI",21374.49,"2018","5","2","Aug","FY17 Q2"
"6725",2017-09-01,"OP_NOI",-94633.71,"2018","6","2","Sep","FY17 Q2"
"6726",2017-10-01,"OP_NOI",-12983.77,"2018","7","3","Oct","FY17 Q2"
"6727",2017-11-01,"OP_NOI",-32899.61,"2018","8","3","Nov","FY17 Q2"
"6728",2017-12-01,"OP_NOI",-45480.49,"2018","9","3","Dec","FY17 Q2"
"6729",2018-01-01,"OP_NOI",-115250.49,"2018","10","4","Jan","FY17 Q2"
"6730",2018-02-01,"OP_NOI",-125620.86,"2018","11","4","Feb","FY17 Q2"
"6731",2018-03-01,"OP_NOI",-128183.56,"2018","12","4","Mar","FY17 Q2"
"6732",2018-04-01,"OP_NOI",-93761.78,"2019","1","1","Apr","FY17 Q2"
"6733",2018-05-01,"OP_NOI",34947.9999999999,"2019","2","1","May","FY17 Q2"
"6734",2018-06-01,"OP_NOI",67575.02,"2019","3","1","Jun","FY17 Q2"
"6735",2016-06-01,"Storage_Income",0,"2017","3","1","Jun","FY17 Q3"
"6736",2016-07-01,"Storage_Income",0,"2017","4","2","Jul","FY17 Q3"
"6737",2016-08-01,"Storage_Income",0,"2017","5","2","Aug","FY17 Q3"
"6738",2016-09-01,"Storage_Income",0,"2017","6","2","Sep","FY17 Q3"
"6739",2016-10-01,"Storage_Income",5645.63,"2017","7","3","Oct","FY17 Q3"
"6740",2016-11-01,"Storage_Income",18438.13,"2017","8","3","Nov","FY17 Q3"
"6741",2016-12-01,"Storage_Income",24712.62,"2017","9","3","Dec","FY17 Q3"
"6742",2017-01-01,"Storage_Income",24633.61,"2017","10","4","Jan","FY17 Q3"
"6743",2017-02-01,"Storage_Income",25074.57,"2017","11","4","Feb","FY17 Q3"
"6744",2017-03-01,"Storage_Income",24589.99,"2017","12","4","Mar","FY17 Q3"
"6745",2017-04-01,"Storage_Income",27858,"2018","1","1","Apr","FY17 Q3"
"6746",2017-05-01,"Storage_Income",25822.95,"2018","2","1","May","FY17 Q3"
"6747",2017-06-01,"Storage_Income",30150.8,"2018","3","1","Jun","FY17 Q3"
"6748",2017-07-01,"Storage_Income",28858.22,"2018","4","2","Jul","FY17 Q3"
"6749",2017-08-01,"Storage_Income",31571.11,"2018","5","2","Aug","FY17 Q3"
"6750",2017-09-01,"Storage_Income",31638.83,"2018","6","2","Sep","FY17 Q3"
"6751",2017-10-01,"Storage_Income",32761.91,"2018","7","3","Oct","FY17 Q3"
"6752",2017-11-01,"Storage_Income",30810.47,"2018","8","3","Nov","FY17 Q3"
"6753",2017-12-01,"Storage_Income",33930.69,"2018","9","3","Dec","FY17 Q3"
"6754",2018-01-01,"Storage_Income",32703.31,"2018","10","4","Jan","FY17 Q3"
"6755",2018-02-01,"Storage_Income",32089,"2018","11","4","Feb","FY17 Q3"
"6756",2018-03-01,"Storage_Income",35209.21,"2018","12","4","Mar","FY17 Q3"
"6757",2018-04-01,"Storage_Income",39139.32,"2019","1","1","Apr","FY17 Q3"
"6758",2018-05-01,"Storage_Income",44463.15,"2019","2","1","May","FY17 Q3"
"6759",2018-06-01,"Storage_Income",50772.73,"2019","3","1","Jun","FY17 Q3"
"6760",2016-06-01,"Sales",0,"2017","3","1","Jun","FY17 Q3"
"6761",2016-07-01,"Sales",0,"2017","4","2","Jul","FY17 Q3"
"6762",2016-08-01,"Sales",0,"2017","5","2","Aug","FY17 Q3"
"6763",2016-09-01,"Sales",467.04,"2017","6","2","Sep","FY17 Q3"
"6764",2016-10-01,"Sales",2031.81,"2017","7","3","Oct","FY17 Q3"
"6765",2016-11-01,"Sales",2929.97,"2017","8","3","Nov","FY17 Q3"
"6766",2016-12-01,"Sales",7650.9,"2017","9","3","Dec","FY17 Q3"
"6767",2017-01-01,"Sales",9270.92,"2017","10","4","Jan","FY17 Q3"
"6768",2017-02-01,"Sales",12396.19,"2017","11","4","Feb","FY17 Q3"
"6769",2017-03-01,"Sales",18928.87,"2017","12","4","Mar","FY17 Q3"
"6770",2017-04-01,"Sales",23325.72,"2018","1","1","Apr","FY17 Q3"
"6771",2017-05-01,"Sales",28971.27,"2018","2","1","May","FY17 Q3"
"6772",2017-06-01,"Sales",31142.06,"2018","3","1","Jun","FY17 Q3"
"6773",2017-07-01,"Sales",36000.83,"2018","4","2","Jul","FY17 Q3"
"6774",2017-08-01,"Sales",31721.4,"2018","5","2","Aug","FY17 Q3"
"6775",2017-09-01,"Sales",28969.28,"2018","6","2","Sep","FY17 Q3"
"6776",2017-10-01,"Sales",27833.78,"2018","7","3","Oct","FY17 Q3"
"6777",2017-11-01,"Sales",27309.65,"2018","8","3","Nov","FY17 Q3"
"6778",2017-12-01,"Sales",24707.32,"2018","9","3","Dec","FY17 Q3"
"6779",2018-01-01,"Sales",24406.92,"2018","10","4","Jan","FY17 Q3"
"6780",2018-02-01,"Sales",27636.43,"2018","11","4","Feb","FY17 Q3"
"6781",2018-03-01,"Sales",41299.82,"2018","12","4","Mar","FY17 Q3"
"6782",2018-04-01,"Sales",48210.96,"2019","1","1","Apr","FY17 Q3"
"6783",2018-05-01,"Sales",60799.03,"2019","2","1","May","FY17 Q3"
"6784",2018-06-01,"Sales",67060.24,"2019","3","1","Jun","FY17 Q3"
"6785",2016-06-01,"Sales_System",0,"2017","3","1","Jun","FY17 Q3"
"6786",2016-07-01,"Sales_System",0,"2017","4","2","Jul","FY17 Q3"
"6787",2016-08-01,"Sales_System",0,"2017","5","2","Aug","FY17 Q3"
"6788",2016-09-01,"Sales_System",0,"2017","6","2","Sep","FY17 Q3"
"6789",2016-10-01,"Sales_System",0,"2017","7","3","Oct","FY17 Q3"
"6790",2016-11-01,"Sales_System",0,"2017","8","3","Nov","FY17 Q3"
"6791",2016-12-01,"Sales_System",0,"2017","9","3","Dec","FY17 Q3"
"6792",2017-01-01,"Sales_System",0,"2017","10","4","Jan","FY17 Q3"
"6793",2017-02-01,"Sales_System",0,"2017","11","4","Feb","FY17 Q3"
"6794",2017-03-01,"Sales_System",0,"2017","12","4","Mar","FY17 Q3"
"6795",2017-04-01,"Sales_System",0,"2018","1","1","Apr","FY17 Q3"
"6796",2017-05-01,"Sales_System",22.5,"2018","2","1","May","FY17 Q3"
"6797",2017-06-01,"Sales_System",13.5,"2018","3","1","Jun","FY17 Q3"
"6798",2017-07-01,"Sales_System",0,"2018","4","2","Jul","FY17 Q3"
"6799",2017-08-01,"Sales_System",0,"2018","5","2","Aug","FY17 Q3"
"6800",2017-09-01,"Sales_System",0,"2018","6","2","Sep","FY17 Q3"
